OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1184010	254163745	ECB_03679	3950918	3951658	-	246	COG1587H	uroporphyrinogen-III synthase
1184010	254163746	ECB_03680	3951655	3952596	-	313	COG0181H	porphobilinogen deaminase
1184011	254163750	ECB_03684	3956359	3956562	+	67	COG5567N	putative lipoprotein
1184011	254163751	ECB_03685	3956599	3957423	+	274	COG0253E	diaminopimelate epimerase
1184011	254163752	ECB_03686	3957420	3958127	+	235	COG3159S	hypothetical protein
1184011	254163753	ECB_03687	3958124	3959020	+	298	COG4973L	site-specific tyrosine recombinase XerC
1184011	254163754	ECB_03688	3959020	3959736	+	238	COG1011R	flavin mononucleotide phosphatase
1184012	254163756	ECB_03690	3962037	3962939	-	300	COG1912S	hypothetical protein
1184012	254163757	ECB_03691	3963022	3963786	-	254	COG3698S	hypothetical protein
1184013	254163759	ECB_03693	3965148	3965570	-	140	-	hypothetical protein
1184013	254163760	ECB_03694	3965636	3966484	-	282	-	hypothetical protein
1184014	254163764	ECB_03698	3967723	3968613	-	296	COG2962R	putative chloramphenical resistance permease
1184014	254163765	ECB_03699	3968665	3969132	-	155	COG2050Q	hypothetical protein
1184015	254163767	ECB_03701	3970285	3972120	+	611	COG0514L	ATP-dependent DNA helicase RecQ
1184015	254163768	ECB_03702	3972184	3972804	+	206	COG1280E	threonine efflux system
1184016	254163770	ECB_03704	3973597	3974619	+	340	COG2267I	lysophospholipase L2
1184016	254163771	ECB_03705	3974627	3975427	+	266	COG0561R	putative sugar phosphatase
1184016	254163772	ECB_03706	3975503	3976402	+	299	COG0697GER	putative inner membrane protein
1184017	254163775	ECB_03709	3979835	3980731	-	298	COG0583K	hypothetical protein
1184017	254163776	ECB_03710	3980809	3982032	-	407	COG1457F	putative permease
1184017	254163777	ECB_03711	3982058	3982411	-	117	-	hypothetical protein
1184017	254163778	ECB_03712	3982464	3983504	-	346	COG0549E	carbamate kinase
1184017	254163779	ECB_03713	3983413	3984888	-	491	-	hypothetical protein
1184017	254163780	ECB_03714	3984834	3986393	-	519	COG0074C	hypothetical protein
1184018	254163781	ECB_03715	3986488	3987348	-	286	-	hypothetical protein
1184018	254163782	ECB_03716	3987354	3988022	-	222	COG1335Q	hypothetical protein
1184019	254163785	ECB_03719	3990148	3991638	-	496	COG3333S	hypothetical protein
1184019	254163786	ECB_03720	3991651	3992160	-	169	-	hypothetical protein
1184019	254163787	ECB_03721	3992174	3993148	-	324	COG3181S	hypothetical protein
1184019	254163788	ECB_03722	3993173	3993802	-	209	COG0800G	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1184019	254163789	ECB_03723	3993792	3994796	-	334	COG3734G	hypothetical protein
1184019	254163790	ECB_03724	3994820	3995587	-	255	COG1414K	putative transcriptional regulator
1184020	254163792	ECB_03726	3997326	3998081	+	251	COG2226H	ubiquinone/menaquinone biosynthesis methyltransferase
1184020	254163793	ECB_03727	3998095	3998700	+	201	COG3165S	hypothetical protein
1184020	254163794	ECB_03728	3998697	4000337	+	546	COG0661R	putative ubiquinone biosynthesis protein UbiB
1184021	254163795	ECB_03729	4000416	4000685	+	89	COG1826U	twin arginine translocase protein A
1184021	254163796	ECB_03730	4000689	4001204	+	171	COG1826U	sec-independent translocase
1184021	254163797	ECB_03731	4001207	4001983	+	258	COG0805U	twin-arginine protein translocation system subunit TatC
1184021	254163798	ECB_03732	4002025	4002807	+	260	COG0084L	DNase TatD
1184022	254163800	ECB_03734	4003459	4004952	+	497	COG0043H	3-octaprenyl-4-hydroxybenzoate decarboxylase
1184022	254163801	ECB_03735	4004998	4005699	+	233	COG0543HC	FMN reductase
1184023	254163802	ECB_03736	4005982	4007145	-	387	COG0183I	3-ketoacyl-CoA thiolase
1184023	254163803	ECB_03737	4007155	4009344	-	729	COG1250I	multifunctional fatty acid oxidation complex subunit alpha
1184024	254163804	ECB_03738	4009534	4010865	+	443	COG0006E	proline dipeptidase
1184024	254163805	ECB_03739	4010865	4011479	+	204	COG1739S	hypothetical protein
1184024	254163806	ECB_03740	4011518	4012969	+	483	COG0168P	potassium transporter
1184024	254163807	ECB_03741	4012981	4013526	+	181	COG4635CH	protoporphyrinogen oxidase
1184025	254163808	ECB_03742	4019203	4019715	-	170	COG1763H	molybdopterin-guanine dinucleotide biosynthesis protein B
1184025	254163809	ECB_03743	4019712	4020296	-	194	COG0746H	molybdopterin-guanine dinucleotide biosynthesis protein MobA
1184026	254163810	ECB_03744	4020366	4020635	+	89	COG3084S	hypothetical protein
1184026	254163811	ECB_03745	4020712	4021698	+	328	COG2334R	serine/threonine protein kinase
1184026	254163812	ECB_03746	4021715	4022341	+	208	COG1651O	periplasmic protein disulfide isomerase I
1184027	254163819	ECB_03753	4032127	4033536	-	469	COG2204T	nitrogen regulation protein NR(I)
1184027	254163820	ECB_03754	4033548	4034597	-	349	COG3852T	nitrogen regulation protein NR(II)
1184028	254163823	ECB_03757	4038705	4039415	+	236	COG2188K	putative DNA-binding transcriptional regulator
1184028	254163824	ECB_03758	4039423	4040403	+	326	COG1082G	putative sugar phosphate isomerase
1184029	254163826	ECB_03760	4041861	4042553	-	230	-	outer membrane porin L
1184029	254163827	ECB_03761	4042620	4044023	-	467	COG2211G	putative transporter
1184029	254163828	ECB_03762	4044063	4045469	-	468	COG2211G	putative transporter
1184029	254163829	ECB_03763	4045494	4047497	-	667	COG1501G	alpha-glucosidase
1184030	254163831	ECB_03765	4048662	4049903	-	413	COG2942G	putative glucosamine isomerase
1184030	254163832	ECB_03766	4049920	4050798	-	292	COG3684G	putative aldolase
1184030	254163833	ECB_03767	4050822	4051718	-	298	COG2084I	putative oxidoreductase with NAD(P)-binding Rossmann-fold domain
1184031	254163836	ECB_03770	4053700	4054299	+	199	COG1011R	phosphatase
1184031	254163837	ECB_03771	4054293	4055165	+	290	COG1295S	ribonuclease BN
1184031	254163838	ECB_03772	4055162	4055599	+	145	COG1490J	D-tyrosyl-tRNA(Tyr) deacylase
1184032	254163841	ECB_03776	4058446	4059375	-	309	COG3058O	formate dehydrogenase accessory protein FdhE
1184032	254163842	ECB_03777	4059372	4060007	-	211	COG2864C	formate dehydrogenase-O subunit gamma
1184032	254163843	ECB_03778	4060004	4060906	-	300	COG0437C	formate dehydrogenase-O, Fe-S subunit
1184032	254163844	ECB_03779	4060919	4063969	-	1016	COG0243C	formate dehydrogenase-O, major subunit
1184033	254163847	ECB_03782	4066254	4068002	-	582	COG3711K	putative frv operon regulatory protein
1184033	254163848	ECB_03783	4068002	4069072	-	356	COG1363G	putative fructose-specific phosphotransferase system protein FrvX
1184033	254163849	ECB_03784	4069062	4070513	-	483	COG1299G	putative PTS system transporter subunits IIBC
1184033	254163850	ECB_03785	4070524	4070970	-	148	COG1762GT	putative fructose-like phosphotransferase system subunit EIIA
1184034	254163852	ECB_03787	4072882	4073196	-	104	COG3254S	L-rhamnose mutarotase
1184034	254163853	ECB_03788	4073206	4074030	-	274	COG0235G	rhamnulose-1-phosphate aldolase
1184035	254163854	ECB_03789	4074205	4075470	-	421	COG4806G	L-rhamnose isomerase
1184035	254163855	ECB_03790	4075461	4076930	-	489	COG1070G	rhamnulokinase
1184036	254163856	ECB_03791	4077218	4078054	+	278	COG4977K	transcriptional activator RhaS
1184036	254163857	ECB_03792	4078038	4078976	+	312	COG2207K	transcriptional activator RhaR
1184037	254163862	ECB_03797	4083084	4084457	-	457	COG0642T	two-component sensor protein
1184037	254163863	ECB_03798	4084454	4085152	-	232	COG0745TK	DNA-binding transcriptional regulator CpxR
1184038	254163872	ECB_03807	4092449	4092748	+	99	COG3691S	hypothetical protein
1184038	254163873	ECB_03808	4092775	4093203	+	142	COG0589T	universal stress protein UspD
1184039	254163876	ECB_03811	4095196	4096704	-	502	COG0554C	glycerol kinase
1184039	254163877	ECB_03812	4096727	4097572	-	281	COG0580G	glycerol facilitator
1184040	254163880	ECB_03815	4098906	4099832	-	308	COG1575H	1,4-dihydroxy-2-naphthoate octaprenyltransferase
1184040	254163881	ECB_03816	4099899	4101230	-	443	COG1220O	ATP-dependent protease ATP-binding subunit HslU
1184040	254163882	ECB_03817	4101240	4101770	-	176	COG5405O	ATP-dependent protease peptidase subunit
1184040	254163883	ECB_03818	4101863	4102822	-	319	COG3087D	essential cell division protein FtsN
1184041	254163887	ECB_03822	4106763	4107386	-	207	-	putative outer membrane lipoprotein
1184041	254163888	ECB_03823	4107393	4108001	-	202	COG3863S	putative peptidoglycan peptidase
1184042	254163890	ECB_03825	4108779	4109939	+	386	COG0626E	cystathionine gamma-synthase
1184042	254163891	ECB_03826	4109942	4112374	+	810	COG0527E	bifunctional aspartate kinase II/homoserine dehydrogenase II
1184043	254163893	ECB_03828	4113942	4116122	+	726	COG0376P	catalase/hydroperoxidase HPI(I)
1184043	254163894	ECB_03829	4116215	4117120	+	301	COG2962R	putative permease
1184044	254163896	ECB_03831	4118039	4119142	-	367	COG0371C	glycerol dehydrogenase
1184044	254163897	ECB_03832	4119153	4119815	-	220	COG0176G	fructose-6-phosphate aldolase
1184044	254163898	ECB_03833	4119827	4122328	-	833	COG1080G	PTS system Hpr component subunit IIA
1184045	254163899	ECB_03834	4122637	4123716	+	359	COG1299G	putative fructose-like permease EIIC subunit 2
1184045	254163900	ECB_03835	4123731	4124051	+	106	COG1445G	putative PTS system fructose-like transporter subunit EIIB
1184045	254163901	ECB_03836	4124102	4126399	+	765	COG1882C	putative formate acetyltransferase 2
1184045	254163902	ECB_03837	4126365	4127243	+	292	COG1180O	pyruvate formate lyase II activase
1184045	254163903	ECB_03838	4127245	4127586	+	113	COG1445G	putative fructose-like phosphotransferase EIIB subunit 3
1184046	254163908	ECB_03843	4134862	4135866	+	334	COG0002E	N-acetyl-gamma-glutamyl-phosphate reductase
1184046	254163909	ECB_03844	4135877	4136650	+	257	COG0548E	acetylglutamate kinase
1184046	254163910	ECB_03845	4136711	4138084	+	457	COG0165E	argininosuccinate lyase
1184047	254163913	ECB_03848	4140928	4141632	+	234	COG1309K	DNA-binding transcriptional repressor FabR
1184047	254163914	ECB_03849	4141632	4141991	+	119	-	hypothetical protein
1184048	254163916	ECB_03851	4143500	4145344	+	614	COG4206H	vitamin B12/cobalamin outer membrane transporter
1184048	254163917	ECB_03852	4145289	4146146	+	285	COG0796M	glutamate racemase
1184049	254163918	ECB_03853	4151668	4152696	+	342	COG0812M	UDP-N-acetylenolpyruvoylglucosamine reductase
1184049	254163919	ECB_03854	4152693	4153658	+	321	COG0340H	biotin--protein ligase
1184050	254163922	ECB_03857	4156969	4157352	+	127	COG0690U	preprotein translocase subunit SecE
1184050	254163923	ECB_03858	4157354	4157899	+	181	COG0250K	transcription antitermination protein NusG
1184051	254163924	ECB_03859	4158058	4158486	+	142	COG0080J	50S ribosomal protein L11
1184051	254163925	ECB_03860	4158490	4159194	+	234	COG0081J	50S ribosomal protein L1
1184052	254163928	ECB_03863	4160856	4164884	+	1342	COG0085K	DNA-directed RNA polymerase subunit beta
1184052	254163929	ECB_03864	4164961	4169184	+	1407	COG0086K	DNA-directed RNA polymerase subunit beta'
1184053	254163931	ECB_03866	4170346	4171479	-	377	COG1060HR	thiamine biosynthesis protein ThiH
1184053	254163932	ECB_03867	4171476	4172246	-	256	COG2022H	thiazole synthase
1184053	254163933	ECB_03868	4172248	4172448	-	66	COG2104H	sulfur carrier protein ThiS
1184053	254163934	ECB_03869	4172432	4173187	-	251	COG0476H	thiamine biosynthesis protein ThiF
1184053	254163935	ECB_03870	4173180	4173815	-	211	COG0352H	thiamine-phosphate pyrophosphorylase
1184053	254163936	ECB_03871	4173815	4175710	-	631	COG0422H	thiamine biosynthesis protein ThiC
1184054	254163938	ECB_03873	4176515	4177288	+	257	COG2816L	NADH pyrophosphatase
1184054	254163939	ECB_03874	4177328	4178392	+	354	COG0407H	uroporphyrinogen decarboxylase
1184054	254163940	ECB_03875	4178402	4179073	+	223	COG1515L	endonuclease V
1184054	254163941	ECB_03876	4179116	4179706	+	196	COG3068S	hypothetical protein
1184055	254163942	ECB_03877	4179893	4180165	+	90	COG0776L	transcriptional regulator HU subunit alpha
1184055	254163943	ECB_03878	4180178	4180873	+	231	-	hypothetical protein
1184056	254163945	ECB_03880	4181532	4182908	+	458	COG0642T	sensor protein ZraS
1184056	254163946	ECB_03881	4182905	4184230	+	441	COG2204T	transcriptional regulatory protein ZraR
1184057	254163947	ECB_03882	4184227	4185516	-	429	COG0151F	phosphoribosylamine--glycine ligase
1184057	254163948	ECB_03883	4185528	4187117	-	529	COG0138F	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
1184058	254163951	ECB_03886	4194923	4196524	+	533	COG2225C	malate synthase
1184058	254163952	ECB_03887	4196554	4197858	+	434	COG2224C	isocitrate lyase
1184059	254163962	ECB_03898	4214837	4215079	+	80	-	hypothetical protein
1184059	254163963	ECB_03899	4215194	4215832	+	212	-	putative lipoprotein
1184059	254163964	ECB_03900	4215829	4216566	+	245	-	hypothetical protein
1184059	254163965	ECB_03901	4216566	4218662	+	698	-	putative porin
1184060	254163968	ECB_03904	4221558	4222448	-	296	COG3833G	maltose transporter permease
1184060	254163969	ECB_03905	4222463	4224007	-	514	COG1175G	maltose transporter membrane protein
1184061	254163971	ECB_03907	4225716	4226831	+	371	COG3839G	maltose/maltodextrin transporter ATP-binding protein
1184061	254163972	ECB_03908	4226903	4228243	+	446	COG4580G	maltoporin
1184062	254163975	ECB_03911	4231438	4231935	+	165	COG3161H	chorismate pyruvate lyase
1184062	254163976	ECB_03912	4231948	4232820	+	290	COG0382H	4-hydroxybenzoate octaprenyltransferase
1184063	254163979	ECB_03915	4236047	4236655	+	202	COG1974KT	LexA repressor
1184063	254163980	ECB_03916	4236674	4238053	+	459	COG0534V	DNA-damage-inducible SOS response protein
1184064	254163983	ECB_03919	4239253	4239507	+	84	-	hypothetical protein
1184064	254163984	ECB_03920	4239531	4240238	+	235	-	hypothetical protein
1184065	254163988	ECB_03924	4243246	4244661	+	471	COG0305L	replicative DNA helicase
1184065	254163989	ECB_03925	4244714	4245793	+	359	COG0787M	alanine racemase
1184066	254163992	ECB_03928	4249170	4249586	+	138	COG0432S	hypothetical protein
1184066	254163993	ECB_03929	4249590	4249946	+	118	COG2315S	hypothetical protein
1184067	254164002	ECB_03939	4262186	4263835	-	549	COG4147R	acetate permease
1184067	254164003	ECB_03940	4263832	4264146	-	104	COG3162S	acetate transport inner membrane protein
1184068	254164005	ECB_03942	4266697	4268133	+	478	COG3303P	cytochrome c552
1184068	254164006	ECB_03943	4268178	4268744	+	188	COG3303P	cytochrome c nitrite reductase pentaheme subunit
1184068	254164007	ECB_03944	4268741	4269412	+	223	COG0437C	formate-dependent nitrite reductase, 4Fe4S subunit
1184068	254164008	ECB_03945	4269409	4270365	+	318	COG3301P	formate-dependent nitrite reductase, membrane subunit
1184068	254164009	ECB_03946	4270445	4272103	+	552	COG1138O	heme lyase subunit NrfE
1184068	254164010	ECB_03947	4272096	4272479	+	127	COG3088O	formate-dependent nitrite reductase complex subunit NrfF
1184068	254164011	ECB_03948	4272476	4273072	+	198	COG4235O	formate-dependent nitrite reductase complex subunit NrfG
1184069	254164015	ECB_03952	4278386	4279852	-	488	COG1538MU	putative outer membrane efflux protein MdtP
1184069	254164016	ECB_03953	4279849	4281900	-	683	COG1289S	multidrug efflux system protein MdtO
1184069	254164017	ECB_03954	4281900	4282931	-	343	COG1566V	multidrug resistance protein MdtN
1184070	254164019	ECB_03956	4285692	4286621	-	309	COG1940KG	D-allose kinase
1184070	254164020	ECB_03957	4286605	4287300	-	231	COG0036G	allulose-6-phosphate 3-epimerase
1184070	254164021	ECB_03958	4287311	4288291	-	326	COG1172G	D-allose transporter subunit
1184070	254164022	ECB_03959	4288270	4289802	-	510	COG1129G	D-allose transporter ATP-binding protein
1184071	254164023	ECB_03960	4289929	4290864	-	311	COG1879G	D-allose transporter subunit
1184071	254164024	ECB_03961	4290923	4291813	-	296	COG1737K	DNA-binding transcriptional repressor RpiR
1184072	254164027	ECB_03964	4293166	4293924	-	252	COG1235R	carbon-phosphorus lyase complex accessory protein
1184072	254164028	ECB_03965	4293926	4294360	-	144	COG1246E	aminoalkylphosphonic acid N-acetyltransferase
1184072	254164029	ECB_03966	4294347	4294904	-	185	COG3709P	ribose 1,5-bisphosphokinase
1184072	254164030	ECB_03967	4294904	4296040	-	378	COG3454P	carbon-phosphorus lyase complex subunit
1184072	254164031	ECB_03968	4296037	4296717	-	226	COG4778P	carbon-phosphorus lyase complex subunit
1184072	254164032	ECB_03969	4296828	4297586	-	252	COG4107P	phosphonate C-P lyase system protein PhnK
1184072	254164033	ECB_03970	4297583	4298428	-	281	COG3627P	carbon-phosphorus lyase complex subunit
1184072	254164034	ECB_03971	4298421	4299485	-	354	COG3626P	carbon-phosphorus lyase complex subunit
1184072	254164035	ECB_03972	4299485	4300069	-	194	COG3625P	carbon-phosphorus lyase complex subunit
1184072	254164036	ECB_03973	4300066	4300518	-	150	COG3624P	carbon-phosphorus lyase complex subunit
1184072	254164037	ECB_03974	4300519	4301244	-	241	COG2188K	phosphonate metabolism transcriptional regulator PhnF
1184072	254164038	ECB_03975	4301265	4302083	-	272	COG3639P	phosphonate/organophosphate ester transporter
1184072	254164039	ECB_03976	4302150	4303166	-	338	COG3221P	phosphonate/organophosphate ester transporter subunit
1184072	254164040	ECB_03977	4303191	4303979	-	262	COG3638P	phosphonate/organophosphate ester transporter subunit
1184073	254164043	ECB_03980	4305849	4308077	+	742	COG1160R	hypothetical protein
1184073	254164044	ECB_03981	4308074	4308952	+	292	-	hypothetical protein
1184074	254164046	ECB_03983	4310895	4311986	-	363	COG0642T	sensor protein BasS/PmrB
1184074	254164047	ECB_03984	4311996	4312664	-	222	COG0745TK	DNA-binding transcriptional regulator BasR
1184074	254164048	ECB_03985	4312661	4314304	-	547	COG2194R	putative cell division protein
1184075	254164056	ECB_03993	4324395	4326041	-	548	COG1951C	anaerobic class I fumarate hydratase (fumarase B)
1184075	254164057	ECB_03994	4326119	4327459	-	446	COG2704R	anaerobic C4-dicarboxylate transporter
1184076	254164059	ECB_03997	4330563	4330793	+	76	COG3592S	hypothetical protein
1184076	254164060	ECB_03998	4330805	4331077	+	90	COG2388R	putative acyltransferase with acyl-CoA N-acyltransferase domain
1184077	254164063	ECB_04001	4333674	4335131	-	485	COG3104E	putative transporter
1184077	254164064	ECB_04002	4335190	4337337	-	715	COG1982E	lysine decarboxylase 1
